Unnamed: 0,INSTNM,CITY,STABBR,ZIP,CONTROL,ADM_RATE,SAT_AVG,TUITIONFEE_IN,TUITIONFEE_OUT,UGDS,REGION,DEP_INC_PCT_H2,MD_INC_WDRAW_2YR_TRANS_YR4_RT,IND_COMP_4YR_TRANS_YR4_RT,SD_EARN_WNE_P10,FEMALE_WDRAW_4YR_TRANS_YR6_RT,LO_INC_COMP_2YR_TRANS_YR3_RT,NOLOAN_COMP_ORIG_YR4_RT,OPENADMP,PELL_COMP_4YR_TRANS_YR3_RT,DEATH_YR2_RT,NOLOAN_UNKN_ORIG_YR2_RT,NOT1STGEN_WDRAW_ORIG_YR6_RT,HI_INC_YR8_N,CUML_DEBT_P90,C100_L4
5544,Washington Barber College Inc,Little Rock,AR,72209-3820,3,,,,,63.0,5,,,,,,,,1.0,,,,,,,0.1356
5545,InterCoast Colleges-Rancho Cordova,Rancho Cordova,CA,95827,3,,,,,212.0,8,,,,,,,,1.0,,,,,,,0.7037
5546,Horizon University,Indianapolis,IN,46236-2622,2,,,9300.0,9300.0,16.0,3,,,,,,,,1.0,,,,,,,
5547,San Diego Culinary Institute,La Mesa,CA,91942,3,0.6809,,,,39.0,8,,,,,,,,2.0,,,,,,,0.8049
5548,Beyond 21st Century Beauty Academy,Santa Fe Springs,CA,90670,3,,,,,60.0,8,,,,,,,,1.0,,,,,,,0.3333
5549,Academy for Jewish Religion-California,Los Angeles,CA,90024,2,,,,,,8,,,,,,,,,,,,,,,
5550,Angeles College,Los Angeles,CA,90010,3,,,,,156.0,8,,,,,,,,1.0,,,,,,,
5551,Angeles Institute,ARTESIA,CA,90701-2713,3,,,,,96.0,8,,,,,,,,1.0,,,,,,,0.75
5552,Paul Mitchell the School-Temecula,Temecula,CA,92591,3,,,,,340.0,8,,,,,,,,1.0,,,,,,,0.0857
5553,European Academy of Cosmetology and Hairdressing,Guilford,CT,06437-2319,3,,,,,28.0,1,,,,,,,,1.0,,,,,,,0.2
5554,International Institute of Cosmetology,Wethersfield,CT,6109,3,,,,,185.0,1,,,,,,,,1.0,,,,,,,0.129
5555,Florida School of Traditional Midwifery,Gainesville,FL,32601,2,,,,,51.0,5,,,,,,,,,,,,,,,
5556,Emerald Coast Technical College,DeFuniak Springs,FL,32433,1,,,,,196.0,5,,,,,,,,1.0,,,,,,,0.6957
5557,Immokalee Technical College,Immokalee,FL,34142,1,,,,,205.0,5,,,,,,,,1.0,,,,,,,0.3217
5558,American Academy of Cosmetology,Orange Park,FL,32065,3,,,,,83.0,5,,,,,,,,1.0,,,,,,,0.25
5559,University of Fort Lauderdale,Lauderhill,FL,33313,2,,,7410.0,7410.0,57.0,5,,,,,,,,1.0,,,,,,,
5560,Aviation Institute of Maintenance-Orlando,Casselberry,FL,32707,3,,,16757.0,16757.0,266.0,5,,,,,,,,1.0,,,,,,,0.6522
5561,Summit Salon Academy,Tampa,FL,33624,3,,,,,127.0,5,,,,,,,,1.0,,,,,,,0.5758
5562,Summit Salon Academy-Gainesville,Gainesville,FL,32607,3,,,,,80.0,5,,,,,,,,1.0,,,,,,,0.6333
5563,Tenaj Salon Institute,The Villages,FL,32162,3,,,,,130.0,5,,,,,,,,1.0,,,,,,,0.1818
5564,Profile Institute of Barber-Styling,Atlanta,GA,30315,3,,,,,56.0,5,,,,,,,,1.0,,,,,,,0.6667
5565,Keune Academy by 124,Lawrenceville,GA,30043,3,,,,,86.0,5,,,,,,,,1.0,,,,,,,0.0
5566,Pacific Rim Christian University,Honolulu,HI,96819-2228,2,0.569,,10460.0,10460.0,121.0,8,,,,,,,,2.0,,,,,,,
5567,Urban 113 School of Cosmetology,TWINFALLS,ID,83301,3,,,13750.0,13750.0,24.0,7,,,,,,,,1.0,,,,,,,1.0
5568,Ambria College of Nursing,Hoffman Estates,IL,60192,3,,,,,317.0,3,,,,,,,,1.0,,,,,,,
5569,Midwestern Career College,Chicago,IL,60606,3,,,,,563.0,3,,,,,,,,1.0,,,,,,,0.5075
5570,Paul Mitchell the School-Normal,Normal,IL,61761,3,,,,,128.0,3,,,,,,,,1.0,,,,,,,0.0
5571,Innovations Design Academy,Canton,IL,61520,3,,,,,23.0,3,,,,,,,,1.0,,,,,,,0.2923
5572,Aveda Fredric's Institute-Indianapolis,Indianapolis,IN,46250,3,,,,,216.0,3,,,,,,,,1.0,,,,,,,0.2879
5573,Summit Salon Academy,Anderson,IN,46013,3,,,,,102.0,3,,,,,,,,1.0,,,,,,,0.2162
5574,Eric Fisher Academy,Wichita,KS,67212,3,,,,,171.0,4,,,,,,,,1.0,,,,,,,0.0
5575,My Le's Beauty College,Gretna,LA,70056,3,,,,,23.0,5,,,,,,,,1.0,,,,,,,0.5
5576,Blackstone Valley Vocational Regional School District,Upton,MA,1568,1,,,,,25.0,1,,,,,,,,1.0,,,,,,,
5577,Southern Worcester County Regional Vocational School District,Charlton,MA,01507-1331,1,,,,,36.0,1,,,,,,,,1.0,,,,,,,1.0
5578,L'esprit Academy,Canton,MI,48187,3,,,,,154.0,3,,,,,,,,1.0,,,,,,,0.0732
5579,Marketti Academy of Cosmetology,Waterford,MI,48329,3,,,,,56.0,3,,,,,,,,1.0,,,,,,,0.0833
5580,CenterPoint Massage and Shiatsu Therapy School and Clinic,St Louis Park,MN,55416,3,,,,,93.0,4,,,,,,,,1.0,,,,,,,0.6552
5581,Avalon School of Cosmetology,Worthington,MN,56187,3,,,,,18.0,4,,,,,,,,1.0,,,,,,,0.0
5582,American Business and Technology University,St Joseph,MO,64506,3,,,,,270.0,4,,,,,,,,1.0,,,,,,,
5583,City Vision University,Kansas City,MO,64109-1845,2,,,5600.0,5600.0,102.0,4,,,,,,,,1.0,,,,,,,
5584,Transformed Barber and Cosmetology Academy,Kansas City,MO,64110,3,,,,,38.0,4,,,,,,,,1.0,,,,,,,0.1333
5585,Bitterroot School of Cosmetology,Hamilton,MT,59840,3,,,,,37.0,7,,,,,,,,1.0,,,,,,,0.8519
5586,Montana Academy of Salons,Great Falls,MT,59405,3,,,,,82.0,7,,,,,,,,1.0,,,,,,,0.0303
5587,National Career Institute,East Orange,NJ,7018,3,,,12500.0,12500.0,200.0,2,,,,,,,,1.0,,,,,,,0.3824
5588,Toni & Guy Hairdressing Academy-Albuquerque,Albuquerque,NM,87110,3,,,,,177.0,6,,,,,,,,1.0,,,,,,,0.05
5589,International Academy of Style,Reno,NV,89502-1559,3,,,,,94.0,8,,,,,,,,1.0,,,,,,,0.7391
5590,EDP School,Brooklyn,NY,11235,2,,,,,159.0,2,,,,,,,,1.0,,,,,,,0.7549
5591,New York Medical Career Training Center,Flushing,NY,11354,3,,,,,310.0,2,,,,,,,,1.0,,,,,,,0.9566
5592,Institute of Culinary Education,New York,NY,10281,3,,,,,558.0,2,,,,,,,,1.0,,,,,,,
5593,The Salon Professional Academy-Tonawanda,Tonawanda,NY,14150,3,,,,,131.0,2,,,,,,,,1.0,,,,,,,0.5862
5594,Onondaga School of Therapeutic Massage-Syracuse,Syracuse,NY,13210,3,,,,,34.0,2,,,,,,,,1.0,,,,,,,1.0
5595,Academy of Cosmetology and Esthetics NYC,Staten Island,NY,10306,3,,,,,87.0,2,,,,,,,,1.0,,,,,,,0.0
5596,Finger Lakes School of Massage,Ithaca,NY,14850,3,,,,,22.0,2,,,,,,,,1.0,,,,,,,0.9643
5597,Four County Career Center,Archbold,OH,43502,1,,,,,188.0,3,,,,,,,,1.0,,,,,,,
5598,Elevate Salon Institute,Middleburg Heights,OH,44130,3,,,,,39.0,3,,,,,,,,1.0,,,,,,,0.0
5599,Summit Salon Academy-Perrysburg,Perrysburg,OH,45551,3,,,,,57.0,3,,,,,,,,1.0,,,,,,,0.875
5600,Portland Actors Conservatory,Portland,OR,97205,2,0.6667,,12115.0,12115.0,23.0,8,,,,,,,,2.0,,,,,,,0.5
5601,Somerset County Technology Center,Somerset,PA,15501-4309,1,,,,,70.0,2,,,,,,,,1.0,,,,,,,0.6129
5602,Metro Beauty Academy,Allentown,PA,18106,3,,,,,168.0,2,,,,,,,,1.0,,,,,,,0.1714
5603,Academy for Careers and Technology,Mullins,SC,29574-6009,1,,,,,39.0,5,,,,,,,,1.0,,,,,,,0.6364
5604,Aiken School of Cosmetology and Barbering,Aiken,SC,29801,3,,,,,66.0,5,,,,,,,,1.0,,,,,,,0.0909
5605,Love Beauty School Inc,Manchester,TN,37355,3,,,,,67.0,5,,,,,,,,1.0,,,,,,,0.5349
5606,Professional Career Training Institute,Houston,TX,77090,3,,,,,121.0,6,,,,,,,,1.0,,,,,,,0.8049
5607,Houston International College Cardiotech Ultrasound School,Houston,TX,77099,3,,,10713.0,10713.0,71.0,6,,,,,,,,1.0,,,,,,,0.7879
5608,DuVall's School of Cosmetology,Bedford,TX,76021,3,,,,,54.0,6,,,,,,,,1.0,,,,,,,0.0625
5609,Advanced Beauty College,Irving,TX,75038,3,,,,,48.0,6,,,,,,,,1.0,,,,,,,1.0
5610,Texas Beauty College,Haltom city,TX,76117,3,,,,,49.0,6,,,,,,,,1.0,,,,,,,0.8333
5611,Avenue Five Institute,Austin,TX,78757,3,,,,,295.0,6,,,,,,,,1.0,,,,,,,0.2
5612,The Salon Professional Academy-Lewisville,Lewisville,TX,75067,3,,,,,97.0,6,,,,,,,,1.0,,,,,,,0.3667
5613,Renaissance Academie,Provo,UT,84604,3,,,,,74.0,7,,,,,,,,1.0,,,,,,,0.1538
5614,Bethel College,Hampton,VA,23666,2,,,8100.0,8100.0,39.0,5,,,,,,,,1.0,,,,,,,
5615,Institute of Advanced Medical Esthetics,Henrico,VA,23294-4701,3,,,,,18.0,5,,,,,,,,1.0,,,,,,,1.0
5616,Northwest School of Wooden Boat Building,Port Hadlock,WA,98339,2,,,14450.0,14450.0,48.0,8,,,,,,,,1.0,,,,,,,0.9333
5617,Pinchot University,Seattle,WA,98104-2617,2,,,,,,8,,,,,,,,,,,,,,,
5618,The Salon Professional Academy-Onalaska,Onalaska,WI,54650,3,,,,,72.0,3,,,,,,,,1.0,,,,,,,0.6538
5619,Brightwood College-Chula Vista,Chula Vista,CA,91910,3,,,,,251.0,8,,,,,,,,1.0,,,,,,,0.703
5620,West Coast University-Orange County,Anaheim,CA,92802,3,0.9667,,34635.0,34635.0,1973.0,8,,,,,,,,2.0,,,,,,,
5621,West Coast University-Ontario,Ontario,CA,91761,3,0.9259,,34635.0,34635.0,1253.0,8,,,,,,,,2.0,,,,,,,
5622,Virginia College-Augusta,Augusta,GA,30909,3,,,,,840.0,5,,,,,,,,1.0,,,,,,,0.1021
5623,Midwest Technical Institute-East Peoria,East Peoria,IL,61611,3,,,,,488.0,3,,,,,,,,1.0,,,,,,,0.7008
5624,Paul Mitchell the School-Chicago,Chicago,IL,60607,3,,,,,185.0,3,,,,,,,,1.0,,,,,,,0.0
5625,Brightwood College-Indianapolis,Indianapolis,IN,46227,3,,,,,463.0,3,,,,,,,,1.0,,,,,,,0.38
5626,Dorsey Business Schools-Waterford Pontiac,Pontiac,MI,48341,3,,,20472.0,20472.0,130.0,3,,,,,,,,1.0,,,,,,,0.4324
5627,Platt College-Miller-Motte-Fayetteville,Fayetteville,NC,28311,3,,,10980.0,10980.0,658.0,5,,,,,,,,1.0,,,,,,,0.0336
5628,European Massage Therapy School-Las Vegas,Las Vegas,NV,89117,3,,,,,92.0,8,,,,,,,,1.0,,,,,,,
5629,Harrison College-Grove City,Grove City,OH,43123,3,1.0,,16275.0,16275.0,158.0,3,,,,,,,,2.0,,,,,,,
5630,Platt College-Miller-Motte Technical-Columbus,Columbus,GA,31907,3,,,11080.0,11080.0,635.0,5,,,,,,,,1.0,,,,,,,0.0506
5631,McCann School of Business & Technology,Carlisle,PA,17013,3,,,9828.0,9828.0,84.0,2,,,,,,,,1.0,,,,,,,0.2821
5632,Fortis College-Grand Prairie,Grand Prairie,TX,75050,3,,,,,215.0,6,,,,,,,,1.0,,,,,,,0.0663
5633,The Art Institute of Virginia Beach,Virginia Beach,VA,23462,3,,,17590.0,17590.0,370.0,5,,,,,,,,1.0,,,,,,,
5634,Bryant & Stratton College-Bayshore,Mount Pleasant,WI,53406-4375,3,,,16625.0,16625.0,353.0,3,,,,,,,,1.0,,,,,,,
5635,Virginia College-Columbia,Columbia,SC,29223,3,,,,,404.0,5,,,,,,,,1.0,,,,,,,0.1012
5636,Fortis College-Indianapolis,Indianapolis,IN,46268,3,,,20100.0,20100.0,334.0,3,,,,,,,,1.0,,,,,,,0.4
5637,Brightwood College-Arlington,Arlington,TX,76010,3,,,,,246.0,6,,,,,,,,1.0,,,,,,,0.4366
5638,Brightwood College-Charlotte,Charlotte,NC,28212,3,,,,,310.0,5,,,,,,,,1.0,,,,,,,0.5
5639,Empire Beauty School-E Memphis,Memphis,TN,38117,3,,,,,116.0,5,,,,,,,,1.0,,,,,,,0.0189
5640,Empire Beauty School-Nashville,Brentwood,TN,37027,3,,,,,77.0,5,,,,,,,,1.0,,,,,,,0.0
5641,Empire Beauty School-Jackson,Jackson,TN,38301,3,,,,,60.0,5,,,,,,,,1.0,,,,,,,0.0
5642,Empire Beauty School-Springfield,Springfield,PA,19064,3,,,,,133.0,2,,,,,,,,1.0,,,,,,,0.0
5643,Empire Beauty School-Paramus,Paramus,NJ,7652,3,,,,,84.0,2,,,,,,,,1.0,,,,,,,0.0
5644,Empire Beauty School-Speedway,Speedway,IN,46224,3,,,,,218.0,3,,,,,,,,1.0,,,,,,,0.0
5645,Empire Beauty School-Morrow,Morrow,GA,30260,3,,,,,252.0,5,,,,,,,,1.0,,,,,,,0.0171
5646,Strayer University-Arkansas,Little Rock,AR,72211,3,,,13857.0,13857.0,219.0,5,,,,,,,,1.0,,,,,,,
5647,Strayer University-Georgia,Atlanta,GA,30341,3,,,13857.0,13857.0,5529.0,5,,,,,,,,1.0,,,,,,,
5648,Strayer University-Mississippi,Jackson,MS,39206,3,,,13857.0,13857.0,283.0,5,,,,,,,,1.0,,,,,,,
5649,Strayer University-South Carolina,Greenville,SC,29607,3,,,13857.0,13857.0,1831.0,5,,,,,,,,1.0,,,,,,,
5650,Strayer University-Texas,Austin,TX,78759,3,,,13857.0,13857.0,1749.0,6,,,,,,,,1.0,,,,,,,
5651,The Art Institute of San Antonio,San Antonio,TX,78230,3,,,17662.0,17662.0,747.0,6,,,,,,,,1.0,,,,,,,
5652,Empire Beauty School-S Memphis,Memphis,TN,38111,3,,,,,92.0,5,,,,,,,,1.0,,,,,,,0.0
5653,Empire Beauty School-Charlotte,Charlotte,NC,28213,3,,,,,81.0,5,,,,,,,,1.0,,,,,,,0.0
5654,Empire Beauty School-E Greensboro,Greensboro,NC,27405,3,,,,,82.0,5,,,,,,,,1.0,,,,,,,0.0
5655,Empire Beauty School-Winston-Salem,Winston-Salem,NC,27106,3,,,,,70.0,5,,,,,,,,1.0,,,,,,,0.0
5656,Empire Beauty School-West Palm,West Palm Beach,FL,33409,3,,,,,80.0,5,,,,,,,,1.0,,,,,,,0.0
5657,Empire Beauty School-Pineville,Charlotte,NC,28226,3,,,,,127.0,5,,,,,,,,1.0,,,,,,,0.0
5658,Empire Beauty School-N Memphis,Memphis,TN,38128,3,,,,,67.0,5,,,,,,,,1.0,,,,,,,0.0
5659,Virginia Polytechnic Institute & State University,Roanoke,VA,24016-4950,2,,,,,,5,,,,,,,,,,,,,,,
5660,Broadview Entertainment Arts University,Salt Lake City,UT,84115,3,,,14850.0,14850.0,85.0,7,,,,,,,,1.0,,,,,,,
5661,Bryant & Stratton College-Hampton,Hampton,VA,23666,3,,,17223.0,17223.0,302.0,5,,,,,,,,1.0,,,,,,,
5662,Paul Mitchell the School-Phoenix,Phoenix,AZ,85017,3,,,,,117.0,6,,,,,,,,1.0,,,,,,,0.0
5663,All Beauty College,Fort Mohave,AZ,86426,3,,,,,7.0,6,,,,,,,,1.0,,,,,,,0.6471
5664,Trinity School of Health and Allied Sciences,Torrance,CA,90503,3,0.7647,,,,113.0,8,,,,,,,,2.0,,,,,,,
5665,Paul Mitchell the School-Modesto,Modesto,CA,95350,3,,,,,282.0,8,,,,,,,,1.0,,,,,,,0.5634
5666,Cosmo Beauty Academy,Sacramento,CA,95821-6800,3,,,,,100.0,8,,,,,,,,1.0,,,,,,,0.75
5667,Paul Mitchell the School-Fresno,Fresno,CA,93710,3,,,,,267.0,8,,,,,,,,1.0,,,,,,,0.0
5668,Unitek College,Fremont,CA,94538,3,,,35070.0,35070.0,2715.0,8,,,,,,,,1.0,,,,,,,
5669,Gurnick Academy of Medical Arts,San Mateo,CA,94403,3,,,,,1395.0,8,,,,,,,,1.0,,,,,,,
5670,Southern California University SOMA,Los Angeles,CA,90010,3,,,,,,8,,,,,,,,,,,,,,,
5671,Paul Mitchell the School-East Bay,Pleasant Hill,CA,94523,3,,,,,185.0,8,,,,,,,,1.0,,,,,,,0.06
5672,South University-Richmond,Glen Allen,VA,23060,3,,,17014.0,17014.0,504.0,5,,,,,,,,1.0,,,,,,,
5673,South University-Virginia Beach,Virginia Beach,VA,23452,3,,,17014.0,17014.0,452.0,5,,,,,,,,1.0,,,,,,,
5674,Aveda Institute-Denver,Denver,CO,80202,3,,,,,417.0,7,,,,,,,,1.0,,,,,,,0.1667
5675,Paul Mitchell the School-Colorado Springs,Colorado Springs,CO,80903,3,,,,,204.0,7,,,,,,,,1.0,,,,,,,0.0455
5676,The Salon Professional Academy-Colorado Springs,Colorado Springs,CO,80918,3,,,,,69.0,7,,,,,,,,1.0,,,,,,,0.6935
5677,Paul Mitchell the School-Delaware,Newark,DE,19702,3,,,,,103.0,2,,,,,,,,1.0,,,,,,,0.075
5678,Future-Tech Institute,Miami,FL,33135-4142,3,,,7273.0,7273.0,83.0,5,,,,,,,,1.0,,,,,,,0.9706
5679,Fred K Marchman Technical College,New Port Richey,FL,34653,1,,,,,252.0,5,,,,,,,,1.0,,,,,,,0.2396
5680,The Salon Professional Academy-Ft Myers,Fort Myers,FL,33907,3,,,,,56.0,5,,,,,,,,1.0,,,,,,,0.1111
5681,Unity Cosmetology College,Pontiac,IL,61764,3,,,,,25.0,3,,,,,,,,1.0,,,,,,,0.5833
5682,Universal Spa Training Academy,Downers Grove,IL,60515,3,,,,,101.0,3,,,,,,,,1.0,,,,,,,0.8348
5683,The Salon Professional Academy-Evansville,Evansville,IN,47715,3,,,,,114.0,3,,,,,,,,1.0,,,,,,,0.5854
5684,Tri County Regional Vocational Technical High School,Franklin,MA,2038,1,,,,,61.0,1,,,,,,,,1.0,,,,,,,0.8
5685,Compass College of Cinematic Arts,Grand Rapids,MI,49503,2,0.7945,1051.0,15300.0,15300.0,134.0,3,,,,,,,,2.0,,,,,,,
5686,Nova Academy of Cosmetology,Rochester,MN,55901,3,,,,,74.0,4,,,,,,,,1.0,,,,,,,0.4583
5687,SAE Institute of Technology-New York,New York,NY,10011-4552,3,,,,,259.0,2,,,,,,,,1.0,,,,,,,0.5918
5688,The Artisan College of Cosmetology,Findlay,OH,45840,3,,,,,19.0,3,,,,,,,,1.0,,,,,,,0.4
5689,Sage School of Massage & Esthetics,Bend,OR,97701,3,,,,,36.0,8,,,,,,,,1.0,,,,,,,0.9474
5690,Peloton College,Dallas,TX,75206,3,,,,,2.0,6,,,,,,,,1.0,,,,,,,0.3864
5691,Salon & Spa Institute,Brownsville,TX,78520-8809,3,,,,,79.0,6,,,,,,,,1.0,,,,,,,0.4444
5692,American Beauty Academy,Payson,UT,84651,3,,,,,20.0,7,,,,,,,,1.0,,,,,,,0.875
5693,Summit Salon Academy,Tacoma,WA,98409,3,,,,,108.0,8,,,,,,,,1.0,,,,,,,0.55
5694,Paul Mitchell the School-Milwaukee,Pawaukee,WI,53072,3,,,,,98.0,3,,,,,,,,1.0,,,,,,,0.0
5695,Touro University Worldwide,Los Alamitos,CA,90720,2,,,14600.0,14600.0,509.0,8,,,,,,,,1.0,,,,,,,
5696,Touro University California,Vallejo,CA,94592,2,,,,,,8,,,,,,,,,,,,,,,
5697,The Chicago School of Professional Psychology at Washington DC,Washington,DC,20005,2,,,,,,2,,,,,,,,,,,,,,,
5698,Touro University Nevada,Henderson,NV,89014,2,,,,,18.0,8,,,,,,,,,,,,,,,
5699,Herzing University-Kenosha,Kenosha,WI,53144,2,0.3684,,13850.0,13850.0,276.0,3,,,,,,,,2.0,,,,,,,
5700,Herzing University-Brookfield,Brookfield,WI,53005,2,0.9615,,13850.0,13850.0,238.0,3,,,,,,,,2.0,,,,,,,
5701,Texas A&M University-San Antonio,San Antonio,TX,78224,1,0.3464,981.0,8216.0,20404.0,5376.0,6,,,,,,,,2.0,,,,,,,
5702,Fortis Institute,Houston,TX,77060,3,,,,,330.0,6,,,,,,,,1.0,,,,,,,0.3676
5703,Southern Careers Institute-Brownsville,Brownsville,TX,78520,3,,,,,362.0,6,,,,,,,,1.0,,,,,,,0.5335
5704,Southern Careers Institute-Harlingen,Harlingen,TX,78550,3,,,,,411.0,6,,,,,,,,1.0,,,,,,,0.4685
5705,Strayer University-Global Region,Washington,DC,20005,3,,,13857.0,13857.0,5543.0,2,,,,,,,,1.0,,,,,,,
5706,Kenneth Shuler School of Cosmetology-Florence,Florence,SC,29501,3,,,,,160.0,5,,,,,,,,1.0,,,,,,,0.25
5707,Fortis College-Columbia,Columbia,SC,29210,3,,,16235.0,16235.0,348.0,5,,,,,,,,1.0,,,,,,,0.1862
5708,California University of Management and Sciences,Anaheim,CA,92801,2,,,9570.0,9570.0,8.0,8,,,,,,,,1.0,,,,,,,
5709,Ross Medical Education Center-Davison,Davison,MI,48423,3,,,,,100.0,3,,,,,,,,1.0,,,,,,,0.6044
5710,Ross Medical Education Center-Granger,Granger,IN,46530,3,,,,,156.0,3,,,,,,,,1.0,,,,,,,0.4273
5711,Ross Medical Education Center-Niles,Niles,OH,44446,3,,,,,139.0,3,,,,,,,,1.0,,,,,,,0.2406
5712,Ross Medical Education Center-Canton,Canton,MI,48187,3,,,,,115.0,3,,,,,,,,1.0,,,,,,,0.6667
5713,Pima Medical Institute-Houston,Houston,TX,77024,3,,,,,993.0,6,,,,,,,,1.0,,,,,,,0.4143
5714,Illinois Media School-Chicago Campus,Chicago,IL,60605,3,,,,,109.0,3,,,,,,,,1.0,,,,,,,0.0645
5715,Platt College-STVT-San Antonio,San Antonio,TX,78216,3,,,,,526.0,6,,,,,,,,1.0,,,,,,,0.6457
5716,Concorde Career College-Dallas,Dallas,TX,75243,3,0.6546,,,,728.0,6,,,,,,,,2.0,,,,,,,0.3742
5717,Concorde Career Institute-Orlando,Orlando,FL,32803,3,0.751,,,,420.0,5,,,,,,,,2.0,,,,,,,0.3481
5718,Concorde Career College-San Antonio,San Antonio,TX,78229,3,0.8333,,,,692.0,6,,,,,,,,2.0,,,,,,,0.6243
5719,Ecotech Institute,Aurora,CO,80012,3,,,,,280.0,7,,,,,,,,1.0,,,,,,,0.2881
5720,Johnson & Wales University-Online,Providence,RI,2903,2,0.2868,,13365.0,13365.0,681.0,1,,,,,,,,2.0,,,,,,,
5721,Altierus Career College-Fort Worth South,Ft Worth,TX,76115-1407,2,,,12510.0,12510.0,191.0,6,,,,,,,,1.0,,,,,,,0.5479
5722,Virginia International University,Fairfax,VA,22030-0000,2,0.2353,,9608.0,9608.0,67.0,5,,,,,,,,2.0,,,,,,,
5723,Geisinger-Lewistown Hospital School of Nursing,Lewistown,PA,17044,2,0.4267,,18142.0,18142.0,31.0,2,,,,,,,,2.0,,,,,,,0.9412
5724,Moreno Valley College,Moreno Valley,CA,92551,1,,,1426.0,8440.0,8087.0,8,,,,,,,,1.0,,,,,,,0.0426
5725,Brittany Beauty Academy,New York,NY,10018,3,,,,,103.0,2,,,,,,,,1.0,,,,,,,0.7544
5726,Onondaga School of Therapeutic Massage-Rochester,Rochester,NY,14607,3,,,,,61.0,2,,,,,,,,1.0,,,,,,,1.0
5727,Norco College,Norco,CA,92860,1,,,1420.0,8440.0,8647.0,8,,,,,,,,1.0,,,,,,,0.0775
5728,Dorsey Business Schools-Saginaw,Saginaw,MI,48603,3,,,20472.0,20472.0,116.0,3,,,,,,,,1.0,,,,,,,0.3433
5729,Milan Institute of Cosmetology-La Quinta,La Quinta,CA,92253,3,,,,,104.0,8,,,,,,,,1.0,,,,,,,0.0315
5730,Milan Institute-Boise,Boise,ID,83709,3,,,,,99.0,7,,,,,,,,1.0,,,,,,,0.1242
5731,Milan Institute of Cosmetology-El Paso,El Paso,TX,79936,3,,,,,261.0,6,,,,,,,,1.0,,,,,,,0.067
5732,Universal Technical Institute-Dallas Fort Worth,Irving,TX,75063,3,,,,,1167.0,6,,,,,,,,1.0,,,,,,,0.2721
5733,Finger Lakes School of Massage,Mt. Kisco,NY,10549,3,,,,,39.0,2,,,,,,,,1.0,,,,,,,0.9375
5734,Salter School of Nursing and Allied Health,Manchester,NH,3103,3,,,,,113.0,1,,,,,,,,1.0,,,,,,,0.5427
5735,Harris School of Business-Upper Darby Campus,Upper Darby,PA,19082,3,,,,,578.0,2,,,,,,,,1.0,,,,,,,0.3631
5736,Cortiva Institute-New Jersey,Wall,NJ,7719,3,,,10290.0,10290.0,42.0,2,,,,,,,,1.0,,,,,,,0.6364
5737,ICPR Junior College-Manati,Manat<ed>,PR,674,3,,,7010.0,7010.0,380.0,9,,,,,,,,1.0,,,,,,,0.3946
5738,Artistic Nails and Beauty Academy-Lakeland,Lakeland,FL,33801,3,,,,,145.0,5,,,,,,,,1.0,,,,,,,1.0
5739,American Sentinel University,Aurora,CO,80014-6510,3,,,,,1417.0,7,,,,,,,,,,,,,,,
5740,Flashpoint Chicago A Campus of Columbia College Hollywood,Chicago,IL,60602-2716,3,0.3896,,27454.0,27454.0,314.0,3,,,,,,,,2.0,,,,,,,
5741,Hawaii Medical College,Honolulu,HI,96814-3518,3,,,19473.0,19473.0,622.0,8,,,,,,,,1.0,,,,,,,1.0
5742,Carolina College of Hair Design,Asheville,NC,28806-2711,3,,,,,45.0,5,,,,,,,,1.0,,,,,,,0.2
5743,Virginia College-Baton Rouge,Baton Rouge,LA,70815-8604,3,,,,,627.0,5,,,,,,,,1.0,,,,,,,0.1048
5744,Remington College-Heathrow Campus,Lake Mary,FL,32746,2,,,11901.0,11901.0,267.0,5,,,,,,,,1.0,,,,,,,
5745,College of Massage Therapy,Blackfoot,ID,83221-1758,1,,,,,28.0,7,,,,,,,,2.0,,,,,,,0.9143
5746,Platt College-Miller-Motte-Jacksonville,Jacksonville,NC,28540-5901,3,,,11200.0,11200.0,448.0,5,,,,,,,,1.0,,,,,,,0.0946
5747,Platt College-Miller-Motte Technical-Augusta,Augusta,GA,30907-0921,3,,,12100.0,12100.0,445.0,5,,,,,,,,1.0,,,,,,,0.0645
5748,Platt College-Miller-Motte Technical-Conway,Conway,SC,29526-9508,3,,,10880.0,10880.0,983.0,5,,,,,,,,1.0,,,,,,,0.0762
5749,Virginia College-Macon,Macon,GA,31206-3180,3,,,,,298.0,5,,,,,,,,1.0,,,,,,,0.1606
5750,Virginia College-Spartanburg,Spartanburg,SC,29301-2450,3,,,,,274.0,5,,,,,,,,1.0,,,,,,,0.1106
5751,Aveda Institute-Portland,Portland,OR,97209-3144,3,,,,,267.0,8,,,,,,,,1.0,,,,,,,0.0149
5752,Chamberlain University-Virginia,Arlington,VA,22202,3,0.3333,,19375.0,19375.0,501.0,5,,,,,,,,2.0,,,,,,,
5753,Stevens-Henager College,Boise,ID,83709-6733,2,,,16968.0,16968.0,259.0,7,,,,,,,,1.0,,,,,,,
5754,Penrose Academy,Scottsdale,AZ,85254-4065,3,,,,,224.0,6,,,,,,,,1.0,,,,,,,0.0938
5755,Virginia College-Richmond,Richmond,VA,23225-5502,3,,,,,440.0,5,,,,,,,,1.0,,,,,,,0.1277
